ID_NODO    PADRE:   RELACION    ID_HIJOS 
248          230         0         263
249         230        0      SIN HIJOS
250         233        0      SIN HIJOS
251          233         0         264 265
252          235         0         266
253          236         0         267
254         236        0      SIN HIJOS
255          237         0         268 269
256          237         0         270 271
257          238         0         272 273
258          239         0         274
259         242        0      SIN HIJOS
260          244         0         275
261         246        0      SIN HIJOS
262         247        0      SIN HIJOS
263          248         0         276 277
264          251         0         278 279
265         251        0      SIN HIJOS
266          252         0         280 281
267         253        0      SIN HIJOS
268          255         0         282
269         255        0      SIN HIJOS
270          256         0         283
271          256         0         284 285
272          257         0         286
273          257         0         287 288
274          258         0         289 290
275         260        0      SIN HIJOS
276          263         0         291 292
277          263         0         293
278          264         0         294 295
279          264         0         296
280          266         0         297
281         266        0      SIN HIJOS
282         268        0      SIN HIJOS
283          270         0         298
284          271         0         299 300
285         271        0      SIN HIJOS
286         272        0      SIN HIJOS
287         273        0      SIN HIJOS
288         273        0      SIN HIJOS
289          274         0         301
290         274        0      SIN HIJOS
291         276        0      SIN HIJOS
292          276         0         302
293          277         0         303 304
294          278         0         305
295         278        0      SIN HIJOS
296         279        0      SIN HIJOS
297          280         0         306
298          283         0         307 308
299          284         0         309 310
300          284         0         311 312
301          289         0         313
302          292         0         314
303          293         0         315
304          293         0         316
305          294         0         317
306          297         0         318
307          298         0         319 320
308          298         0         321
309          299         0         322 323
310          299         0         324 325
311          300         0         326
312          300         0         327
313          301         0         328
314          302         0         329
315          303         0         330 331
316          304         0         332 333
317          305         0         334
318          306         0         335 336
319          307         0         337 338
320         307        0      SIN HIJOS
321          308         0         339
322         309        0      SIN HIJOS
323          309         0         340
324          310         0         341 342
325          310         0         343 344
326          311         0         345 346
327          312         0         347
328         313        0      SIN HIJOS
329          314         0         348
330          315         0         349 350
331          315         0         351
332          316         0         352
333          316         0         353
334          317         0         354 355
335          318         0         356 357
336          318         0         358 359
337          319         0         360
338          319         0         361
339         321        0      SIN HIJOS
340         323        0      SIN HIJOS
341          324         0         362
342          324         0         363
343          325         0         364
344          325         0         365 366
345         326        0      SIN HIJOS
346          326         0         367 368
347         327        0      SIN HIJOS
348         329        0      SIN HIJOS
349          330         0         369 370
350          330         0         371
351          331         0         372 373
352          332         0         374 375
353          333         0         376 377
354         334        0      SIN HIJOS
355         334        0      SIN HIJOS
356          335         0         378
357         335        0      SIN HIJOS
358         336        0      SIN HIJOS
359          336         0         379
360         337        0      SIN HIJOS
361          338         0         380 381
362          341         0         382
363          342         0         383
364         343        0      SIN HIJOS
365          344         0         384
366          344         0         385 386
367          346         0         387 388
368          346         0         389 390
369          349         0         391 392
370          349         0         393 394
371          350         0         395 396
372          351         0         397 398
373         351        0      SIN HIJOS
374         352        0      SIN HIJOS
375          352         0         399
376         353        0      SIN HIJOS
377          353         0         400 401
378         356        0      SIN HIJOS
379         359        0      SIN HIJOS
380         361        0      SIN HIJOS
381         361        0      SIN HIJOS
382          362         0         402 403
383          363         0         404
384         365        0      SIN HIJOS
385          366         0         405
386          366         0         406 407
387         367        0      SIN HIJOS
388          367         0         408
389          368         0         409 410
390          368         0         411 412
391          369         0         413
392          369         0         414
393         370        0      SIN HIJOS
394          370         0         415 416
395          371         0         417
396         371        0      SIN HIJOS
397         372        0      SIN HIJOS
398          372         0         418
399          375         0         419
400          377         0         420 421
401         377        0      SIN HIJOS
402          382         0         422 423
403          382         0         424
404          383         0         425 426
405          385         0         427 428
406         386        0      SIN HIJOS
407          386         0         429
408          388         0         430 431
409          389         0         432 433
410          389         0         434 435
411          390         0         436 437
412          390         0         438
413          391         0         439
414          392         0         440
415          394         0         441
416         394        0      SIN HIJOS
417          395         0         442
418         398        0      SIN HIJOS
419          399         0         443 444
420         400        0      SIN HIJOS
421          400         0         445 446
422          402         0         447 448
423         402        0      SIN HIJOS
424          403         0         449 450
425         404        0      SIN HIJOS
426          404         0         451
427          405         0         452
428         405        0      SIN HIJOS
429         407        0      SIN HIJOS
430         408        0      SIN HIJOS
431         408        0      SIN HIJOS
432         409        0      SIN HIJOS
433          409         0         453 454
434         410        0      SIN HIJOS
435          410         0         455 456
436          411         0         457 458
437          411         0         459
438         412        0      SIN HIJOS
439         413        0      SIN HIJOS
440          414         0         460
441         415        0      SIN HIJOS
442         417        0      SIN HIJOS
443          419         0         461 462
444          419         0         463 464
445          421         0         465 466
446          421         0         467 468
447         422        0      SIN HIJOS
448         422        0      SIN HIJOS
449         424        0      SIN HIJOS
450          424         0         469 470
451          426         0         471 472
452          427         0         473 474
453         433        0      SIN HIJOS
454          433         0         475
455          435         0         476
456          435         0         477 478
457          436         0         479
458          436         0         480
459          437         0         481
460          440         0         482 483
461          443         0         484 485
462          443         0         486
463          444         0         487 488
464          444         0         489
465         445        0      SIN HIJOS
466         445        0      SIN HIJOS
467          446         0         490
468          446         0         491
469         450        0      SIN HIJOS
470         450        0      SIN HIJOS
471         451        0      SIN HIJOS
472          451         0         492 493
473          452         0         494 495
474          452         0         496
475          454         0         497 498
476          455         0         499 500
477          456         0         501
478          456         0         502
479          457         0         503
480          458         0         504 505
481          459         0         506 507
482         460        0      SIN HIJOS
483         460        0      SIN HIJOS
484          461         0         508 509
485          461         0         510
486         462        0      SIN HIJOS
487          463         0         511
488          463         0         512 513
489          464         0         514 515
490          467         0         516
491          468         0         517
492          472         0         518
493         472        0      SIN HIJOS
494         473        0      SIN HIJOS
495          473         0         519
496         474        0      SIN HIJOS
497          475         0         520
498          475         0         521
499          476         0         522
500         476        0      SIN HIJOS
501          477         0         523
502          478         0         524 525
503          479         0         526 527
504          480         0         528
505         480        0      SIN HIJOS
506          481         0         529 530
507          481         0         531 532
508         484        0      SIN HIJOS
509          484         0         533
510         485        0      SIN HIJOS
511         487        0      SIN HIJOS
512         488        0      SIN HIJOS
513         488        0      SIN HIJOS
514         489        0      SIN HIJOS
515          489         0         534
516          490         0         535
517          491         0         536
518          492         0         537
519         495        0      SIN HIJOS
520         497        0      SIN HIJOS
521         498        0      SIN HIJOS
522         499        0      SIN HIJOS
523          501         0         538
524          502         0         539 540
525          502         0         541 542
526          503         0         543
527          503         0         544
528          504         0         545 546
529          506         0         547
530          506         0         548
531         507        0      SIN HIJOS
532          507         0         549 550
533          509         0         551
534          515         0         552
535          516         0         553
536         517        0      SIN HIJOS
537         518        0      SIN HIJOS
538         523        0      SIN HIJOS
539          524         0         554 555
540          524         0         556
541          525         0         557
542         525        0      SIN HIJOS
543          526         0         558
544          527         0         559
545          528         0         560
546         528        0      SIN HIJOS
547          529         0         561 562
548         530        0      SIN HIJOS
549          532         0         563 564
550         532        0      SIN HIJOS
551         533        0      SIN HIJOS
552          534         0         565 566
553          535         0         567
554          539         0         568 569
555          539         0         570 571
556          540         0         572
557          541         0         573 574
558          543         0         575 576
559         544        0      SIN HIJOS
560         545        0      SIN HIJOS
561          547         0         577
562         547        0      SIN HIJOS
563          549         0         578
564          549         0         579 580
565          552         0         581 582
566          552         0         583
567          553         0         584 585
568          554         0         586
569         554        0      SIN HIJOS
570         555        0      SIN HIJOS
571         555        0      SIN HIJOS
572          556         0         587 588
573          557         0         589 590
574         557        0      SIN HIJOS
575          558         0         591 592
576         558        0      SIN HIJOS
577         561        0      SIN HIJOS
578          563         0         593 594
579          564         0         595
580         564        0      SIN HIJOS
581          565         0         596 597
582          565         0         598
583         566        0      SIN HIJOS
584          567         0         599 600
585          567         0         601
586         568        0      SIN HIJOS
587          572         0         602
588          572         0         603
589          573         0         604 605
590          573         0         606
591          575         0         607
592          575         0         608
593          578         0         609
594         578        0      SIN HIJOS
595          579         0         610 611
596         581        0      SIN HIJOS
597          581         0         612 613
598          582         0         614 615
599          584         0         616 617
600          584         0         618 619
601          585         0         620
602          587         0         621
603         588        0      SIN HIJOS
604         589        0      SIN HIJOS
605          589         0         622 623
606         590        0      SIN HIJOS
607          591         0         624
608         592        0      SIN HIJOS
609          593         0         625 626
610         595        0      SIN HIJOS
611          595         0         627
612         597        0      SIN HIJOS
613         597        0      SIN HIJOS
614          598         0         628 629
615          598         0         630
616          599         0         631
617          599         0         632 633
618          600         0         634
619          600         0         635 636
620         601        0      SIN HIJOS
621          602         0         637 638
622          605         0         639 640
623          605         0         641
624          607         0         642 643
625         609        0      SIN HIJOS
626         609        0      SIN HIJOS
627          611         0         644
628          614         0         645
629         614        0      SIN HIJOS
630          615         0         646
631          616         0         647 648
632          617         0         649 650
633         617        0      SIN HIJOS
634          618         0         651 652
635          619         0         653
636          619         0         654
637         621        0      SIN HIJOS
638          621         0         655 656
639          622         0         657 658
640         622        0      SIN HIJOS
641          623         0         659
642         624        0      SIN HIJOS
643         624        0      SIN HIJOS
644          627         0         660
645          628         0         661 662
646          630         0         663 664
647          631         0         665 666
648         631        0      SIN HIJOS
649         632        0      SIN HIJOS
650          632         0         667
651         634        0      SIN HIJOS
652          634         0         668
653          635         0         669
654          636         0         670
655          638         0         671 672
656         638        0      SIN HIJOS
657         639        0      SIN HIJOS
658          639         0         673 674
659          641         0         675 676
660         644        0      SIN HIJOS
661         645        0      SIN HIJOS
662         645        0      SIN HIJOS
663          646         0         677
664          646         0         678
665          647         0         679
666          647         0         680
667         650        0      SIN HIJOS
668          652         0         681 682
669          653         0         683 684
670          654         0         685
671          655         0         686
672         655        0      SIN HIJOS
673          658         0         687
674         658        0      SIN HIJOS
675         659        0      SIN HIJOS
676         659        0      SIN HIJOS
677          663         0         688 689
678         664        0      SIN HIJOS
679          665         0         690
680         666        0      SIN HIJOS
681          668         0         691
682         668        0      SIN HIJOS
683         669        0      SIN HIJOS
684          669         0         692 693
685          670         0         694
686          671         0         695 696
687         673        0      SIN HIJOS
688          677         0         697 698
689          677         0         699
690          679         0         700 701
691          681         0         702 703
692          684         0         704
693          684         0         705
694          685         0         706 707
695         686        0      SIN HIJOS
696         686        0      SIN HIJOS
697          688         0         708 709
698         688        0      SIN HIJOS
699          689         0         710 711
700          690         0         712 713
701          690         0         714
702          691         0         715 716
703          691         0         717 718
704          692         0         719
705         693        0      SIN HIJOS
706          694         0         720
707          694         0         721
708          697         0         722 723
709          697         0         724 725
710          699         0         726 727
711          699         0         728 729
712          700         0         730 731
713          700         0         732 733
714          701         0         734
715          702         0         735 736
716          702         0         737 738
717         703        0      SIN HIJOS
718         703        0      SIN HIJOS
719          704         0         739
720          706         0         740 741
721         707        0      SIN HIJOS
722          708         0         742
723          708         0         743
724          709         0         744
725          709         0         745 746
726         710        0      SIN HIJOS
727         710        0      SIN HIJOS
728         711        0      SIN HIJOS
729          711         0         747
730          712         0         748
731          712         0         749
732         713        0      SIN HIJOS
733          713         0         750 751
734         714        0      SIN HIJOS
735         715        0      SIN HIJOS
736         715        0      SIN HIJOS
737         716        0      SIN HIJOS
738          716         0         752
739          719         0         753
740         720        0      SIN HIJOS
741         720        0      SIN HIJOS
742          722         0         754
743          723         0         755
744          724         0         756 757
745         725        0      SIN HIJOS
746          725         0         758 759
747         729        0      SIN HIJOS
748         730        0      SIN HIJOS
749          731         0         760
750         733        0      SIN HIJOS
751          733         0         761 762
752          738         0         763
753         739        0      SIN HIJOS
754         742        0      SIN HIJOS
755          743         0         764 765
756          744         0         766 767
757          744         0         768
758         746        0      SIN HIJOS
759          746         0         769 770
760         749        0      SIN HIJOS
761          751         0         771
762         751        0      SIN HIJOS
763          752         0         772
764          755         0         773 774
765         755        0      SIN HIJOS
766         756        0      SIN HIJOS
767          756         0         775 776
768          757         0         777 778
769         759        0      SIN HIJOS
770          759         0         779
771          761         0         780
772         763        0      SIN HIJOS
773          764         0         781 782
774          764         0         783 784
775         767        0      SIN HIJOS
776         767        0      SIN HIJOS
777          768         0         785 786
778          768         0         787
779          770         0         788 789
780          771         0         790
781          773         0         791 792
782         773        0      SIN HIJOS
783         774        0      SIN HIJOS
784          774         0         793 794
785          777         0         795 796
786         777        0      SIN HIJOS
787         778        0      SIN HIJOS
788         779        0      SIN HIJOS
789          779         0         797
790          780         0         798 799
791          781         0         800
792          781         0         801
793         784        0      SIN HIJOS
794          784         0         802 803
795         785        0      SIN HIJOS
796          785         0         804 805
797          789         0         806 807
798          790         0         808
799         790        0      SIN HIJOS
800         791        0      SIN HIJOS
801          792         0         809
802          794         0         810 811
803          794         0         812
804          796         0         813
805         796        0      SIN HIJOS
806          797         0         814
807          797         0         815 816
808          798         0         817 818
809         801        0      SIN HIJOS
810          802         0         819
811         802        0      SIN HIJOS
812          803         0         820 821
813          804         0         822
814         806        0      SIN HIJOS
815         807        0      SIN HIJOS
816          807         0         823 824
817          808         0         825 826
818          808         0         827
819          810         0         828
820          812         0         829
821          812         0         830 831
822          813         0         832
823          816         0         833 834
824         816        0      SIN HIJOS
825          817         0         835
826          817         0         836 837
827         818        0      SIN HIJOS
828          819         0         838 839
829          820         0         840
830          821         0         841
831          821         0         842 843
832          822         0         844 845
833          823         0         846
834          823         0         847
835          825         0         848
836          826         0         849
837         826        0      SIN HIJOS
838         828        0      SIN HIJOS
839         828        0      SIN HIJOS
840          829         0         850 851
841          830         0         852
842          831         0         853
843          831         0         854
844          832         0         855 856
845         832        0      SIN HIJOS
846         833        0      SIN HIJOS
847          834         0         857 858
848          835         0         859
849         836        0      SIN HIJOS
850          840         0         860
851          840         0         861 862
852          841         0         863 864
853         842        0      SIN HIJOS
854          843         0         865 866
855         844        0      SIN HIJOS
856          844         0         867 868
857          847         0         869
858         847        0      SIN HIJOS
859         848        0      SIN HIJOS
860          850         0         870 871
861         851        0      SIN HIJOS
862          851         0         872 873
863          852         0         874
864          852         0         875
865          854         0         876 877
866         854        0      SIN HIJOS
867          856         0         878
868          856         0         879 880
869          857         0         881
870          860         0         882 883
871         860        0      SIN HIJOS
872         862        0      SIN HIJOS
873         862        0      SIN HIJOS
874          863         0         884 885
875          864         0         886 887
876          865         0         888 889
877          865         0         890 891
878          867         0         892 893
879          868         0         894 895
880         868        0      SIN HIJOS
881         869        0      SIN HIJOS
882         870        0      SIN HIJOS
883          870         0         896 897
884          874         0         898 899
885         874        0      SIN HIJOS
886         875        0      SIN HIJOS
887         875        0      SIN HIJOS
888          876         0         900
889          876         0         901 902
890         877        0      SIN HIJOS
891         877        0      SIN HIJOS
892          878         0         903 904
893          878         0         905
894          879         0         906 907
895          879         0         908
896          883         0         909
897          883         0         910 911
898          884         0         912 913
899         884        0      SIN HIJOS
900          888         0         914
901          889         0         915 916
902         889        0      SIN HIJOS
903          892         0         917 918
904          892         0         919
905         893        0      SIN HIJOS
906          894         0         920 921
907          894         0         922
908         895        0      SIN HIJOS
909         896        0      SIN HIJOS
910         897        0      SIN HIJOS
911         897        0      SIN HIJOS
912         898        0      SIN HIJOS
913          898         0         923
914          900         0         924
915         901        0      SIN HIJOS
916         901        0      SIN HIJOS
917          903         0         925
918          903         0         926
919          904         0         927 928
920          906         0         929 930
921         906        0      SIN HIJOS
922          907         0         931
923         913        0      SIN HIJOS
924          914         0         932
925          917         0         933
926          918         0         934 935
927          919         0         936 937
928          919         0         938 939
929          920         0         940
930          920         0         941
931          922         0         942 943
932          924         0         944
933          925         0         945 946
934          926         0         947
935         926        0      SIN HIJOS
936          927         0         948 949
937          927         0         950 951
938          928         0         952
939          928         0         953
940          929         0         954 955
941          930         0         956 957
942          931         0         958 959
943         931        0      SIN HIJOS
944          932         0         960
945         933        0      SIN HIJOS
946          933         0         961
947         934        0      SIN HIJOS
948          936         0         962
949         936        0      SIN HIJOS
950          937         0         963 964
951          937         0         965 966
952         938        0      SIN HIJOS
953         939        0      SIN HIJOS
954          940         0         967 968
955         940        0      SIN HIJOS
956         941        0      SIN HIJOS
957          941         0         969
958         942        0      SIN HIJOS
959          942         0         970 971
960         944        0      SIN HIJOS
961          946         0         972
962          948         0         973
963          950         0         974 975
964          950         0         976 977
965         951        0      SIN HIJOS
966          951         0         978 979
967          954         0         980
968          954         0         981
969          957         0         982
970          959         0         983 984
971          959         0         985
972         961        0      SIN HIJOS
973          962         0         986
974         963        0      SIN HIJOS
975          963         0         987
976          964         0         988
977          964         0         989 990
978          966         0         991 992
979          966         0         993
980          967         0         994
981         968        0      SIN HIJOS
982          969         0         995
983          970         0         996
984          970         0         997 998
985         971        0      SIN HIJOS
986          973         0         999 1000
987          975         0         1001
988         976        0      SIN HIJOS
989          977         0         1002
990         977        0      SIN HIJOS
991          978         0         1003 1004
992          978         0         1005 1006
993         979        0      SIN HIJOS
994         980        0      SIN HIJOS
995          982         0         1007
996          983         0         1008 1009
997          984         0         1010
998         984        0      SIN HIJOS
999         986        0      SIN HIJOS
1000          986         0         1011
1001          987         0         1012 1013
1002         989        0      SIN HIJOS
1003          991         0         1014 1015
1004          991         0         1016
1005         992        0      SIN HIJOS
1006          992         0         1017 1018
1007         995        0      SIN HIJOS
1008          996         0         1019 1020
1009         996        0      SIN HIJOS
1010         997        0      SIN HIJOS
1011         1000        0      SIN HIJOS
1012          1001         0         1021
1013          1001         0         1022
1014          1003         0         1023
1015         1003        0      SIN HIJOS
1016          1004         0         1024
1017         1006        0      SIN HIJOS
1018         1006        0      SIN HIJOS
1019         1008        0      SIN HIJOS
1020         1008        0      SIN HIJOS
1021         1012        0      SIN HIJOS
1022         1013        0      SIN HIJOS
1023         1014        0      SIN HIJOS
1024         1016        0      SIN HIJOS
