ID_NODO    PADRE:   RELACION    ID_HIJOS 
416          403         0         434
417          404         0         435
418          404         0         436
419         406        0      SIN HIJOS
420         407        0      SIN HIJOS
421          409         0         437 438
422          409         0         439 440
423          410         0         441 442
424         410        0      SIN HIJOS
425          411         0         443
426          411         0         444
427         412        0      SIN HIJOS
428          413         0         445
429          413         0         446 447
430          414         0         448
431          414         0         449 450
432         415        0      SIN HIJOS
433          415         0         451 452
434          416         0         453 454
435          417         0         455
436          418         0         456
437          421         0         457 458
438         421        0      SIN HIJOS
439         422        0      SIN HIJOS
440          422         0         459 460
441          423         0         461
442          423         0         462
443          425         0         463
444          426         0         464 465
445          428         0         466
446          429         0         467
447          429         0         468 469
448          430         0         470
449          431         0         471
450         431        0      SIN HIJOS
451          433         0         472 473
452          433         0         474
453         434        0      SIN HIJOS
454          434         0         475 476
455         435        0      SIN HIJOS
456          436         0         477 478
457         437        0      SIN HIJOS
458          437         0         479
459         440        0      SIN HIJOS
460          440         0         480 481
461         441        0      SIN HIJOS
462         442        0      SIN HIJOS
463         443        0      SIN HIJOS
464          444         0         482 483
465          444         0         484 485
466         445        0      SIN HIJOS
467         446        0      SIN HIJOS
468          447         0         486 487
469          447         0         488 489
470         448        0      SIN HIJOS
471         449        0      SIN HIJOS
472         451        0      SIN HIJOS
473          451         0         490
474         452        0      SIN HIJOS
475          454         0         491
476         454        0      SIN HIJOS
477          456         0         492
478         456        0      SIN HIJOS
479          458         0         493 494
480          460         0         495
481          460         0         496 497
482          464         0         498 499
483         464        0      SIN HIJOS
484          465         0         500 501
485          465         0         502
486          468         0         503 504
487          468         0         505 506
488          469         0         507 508
489         469        0      SIN HIJOS
490          473         0         509 510
491          475         0         511 512
492         477        0      SIN HIJOS
493         479        0      SIN HIJOS
494         479        0      SIN HIJOS
495         480        0      SIN HIJOS
496         481        0      SIN HIJOS
497         481        0      SIN HIJOS
498         482        0      SIN HIJOS
499         482        0      SIN HIJOS
500         484        0      SIN HIJOS
501         484        0      SIN HIJOS
502         485        0      SIN HIJOS
503         486        0      SIN HIJOS
504         486        0      SIN HIJOS
505         487        0      SIN HIJOS
506         487        0      SIN HIJOS
507         488        0      SIN HIJOS
508         488        0      SIN HIJOS
509         490        0      SIN HIJOS
510         490        0      SIN HIJOS
511         491        0      SIN HIJOS
512         491        0      SIN HIJOS
