ID_NODO    PADRE:   RELACION    ID_HIJOS 
225         213        0      SIN HIJOS
226         216        0      SIN HIJOS
227          216         0         233
228         218        0      SIN HIJOS
229         220        0      SIN HIJOS
230          223         0         234 235
231          223         0         236 237
232          224         0         238
233          227         0         239
234          230         0         240 241
235         230        0      SIN HIJOS
236          231         0         242
237          231         0         243
238          232         0         244
239         233        0      SIN HIJOS
240         234        0      SIN HIJOS
241          234         0         245 246
242         236        0      SIN HIJOS
243          237         0         247 248
244          238         0         249 250
245          241         0         251
246          241         0         252
247         243        0      SIN HIJOS
248         243        0      SIN HIJOS
249         244        0      SIN HIJOS
250         244        0      SIN HIJOS
251         245        0      SIN HIJOS
252          246         0         253 254
253          252         0         255 256
254         252        0      SIN HIJOS
255         253        0      SIN HIJOS
256         253        0      SIN HIJOS
