ID_NODO    PADRE:   RELACION    ID_HIJOS 
143          122         0         163 164
144          125         0         165 166
145         127        0      SIN HIJOS
146          128         0         167 168
147          128         0         169 170
148          129         0         171
149          129         0         172 173
150         130        0      SIN HIJOS
151          133         0         174 175
152          133         0         176
153          134         0         177 178
154         134        0      SIN HIJOS
155         135        0      SIN HIJOS
156          136         0         179 180
157          136         0         181
158          137         0         182
159          138         0         183
160          140         0         184 185
161          141         0         186 187
162          142         0         188
163         143        0      SIN HIJOS
164          143         0         189
165          144         0         190 191
166         144        0      SIN HIJOS
167          146         0         192
168          146         0         193 194
169          147         0         195
170         147        0      SIN HIJOS
171         148        0      SIN HIJOS
172         149        0      SIN HIJOS
173         149        0      SIN HIJOS
174         151        0      SIN HIJOS
175          151         0         196
176          152         0         197 198
177          153         0         199
178          153         0         200 201
179          156         0         202
180         156        0      SIN HIJOS
181          157         0         203
182          158         0         204
183          159         0         205
184          160         0         206 207
185          160         0         208 209
186          161         0         210 211
187          161         0         212 213
188         162        0      SIN HIJOS
189          164         0         214
190          165         0         215 216
191          165         0         217
192         167        0      SIN HIJOS
193          168         0         218
194          168         0         219
195         169        0      SIN HIJOS
196          175         0         220 221
197         176        0      SIN HIJOS
198          176         0         222 223
199          177         0         224
200          178         0         225 226
201          178         0         227
202          179         0         228 229
203         181        0      SIN HIJOS
204         182        0      SIN HIJOS
205         183        0      SIN HIJOS
206         184        0      SIN HIJOS
207          184         0         230 231
208          185         0         232
209          185         0         233
210         186        0      SIN HIJOS
211          186         0         234
212          187         0         235 236
213         187        0      SIN HIJOS
214         189        0      SIN HIJOS
215         190        0      SIN HIJOS
216         190        0      SIN HIJOS
217          191         0         237 238
218          193         0         239
219          194         0         240
220          196         0         241 242
221          196         0         243
222          198         0         244
223         198        0      SIN HIJOS
224          199         0         245 246
225         200        0      SIN HIJOS
226          200         0         247 248
227          201         0         249
228          202         0         250
229          202         0         251
230          207         0         252 253
231          207         0         254 255
232          208         0         256 257
233          209         0         258 259
234          211         0         260
235         212        0      SIN HIJOS
236          212         0         261
237         217        0      SIN HIJOS
238          217         0         262 263
239          218         0         264
240          219         0         265
241          220         0         266
242          220         0         267 268
243          221         0         269
244          222         0         270 271
245          224         0         272 273
246          224         0         274 275
247         226        0      SIN HIJOS
248          226         0         276 277
249          227         0         278 279
250          228         0         280
251          229         0         281 282
252         230        0      SIN HIJOS
253          230         0         283 284
254          231         0         285
255         231        0      SIN HIJOS
256          232         0         286 287
257          232         0         288 289
258          233         0         290
259          233         0         291
260         234        0      SIN HIJOS
261          236         0         292
262          238         0         293
263          238         0         294 295
264          239         0         296
265         240        0      SIN HIJOS
266         241        0      SIN HIJOS
267         242        0      SIN HIJOS
268         242        0      SIN HIJOS
269          243         0         297
270          244         0         298
271          244         0         299 300
272          245         0         301
273          245         0         302
274         246        0      SIN HIJOS
275          246         0         303 304
276         248        0      SIN HIJOS
277          248         0         305
278          249         0         306
279          249         0         307 308
280         250        0      SIN HIJOS
281          251         0         309 310
282         251        0      SIN HIJOS
283          253         0         311 312
284         253        0      SIN HIJOS
285          254         0         313
286          256         0         314
287          256         0         315 316
288          257         0         317 318
289         257        0      SIN HIJOS
290         258        0      SIN HIJOS
291         259        0      SIN HIJOS
292         261        0      SIN HIJOS
293         262        0      SIN HIJOS
294          263         0         319 320
295         263        0      SIN HIJOS
296         264        0      SIN HIJOS
297          269         0         321 322
298          270         0         323
299          271         0         324
300          271         0         325 326
301         272        0      SIN HIJOS
302          273         0         327 328
303          275         0         329 330
304          275         0         331 332
305         277        0      SIN HIJOS
306          278         0         333 334
307          279         0         335
308         279        0      SIN HIJOS
309          281         0         336 337
310          281         0         338 339
311          283         0         340
312          283         0         341 342
313          285         0         343
314          286         0         344 345
315         287        0      SIN HIJOS
316          287         0         346
317          288         0         347
318         288        0      SIN HIJOS
319          294         0         348 349
320          294         0         350 351
321         297        0      SIN HIJOS
322         297        0      SIN HIJOS
323          298         0         352
324         299        0      SIN HIJOS
325         300        0      SIN HIJOS
326          300         0         353
327         302        0      SIN HIJOS
328         302        0      SIN HIJOS
329         303        0      SIN HIJOS
330          303         0         354 355
331          304         0         356
332          304         0         357 358
333          306         0         359
334          306         0         360
335          307         0         361 362
336          309         0         363
337          309         0         364
338          310         0         365
339          310         0         366
340          311         0         367 368
341          312         0         369
342          312         0         370
343         313        0      SIN HIJOS
344         314        0      SIN HIJOS
345          314         0         371 372
346         316        0      SIN HIJOS
347          317         0         373 374
348          319         0         375 376
349          319         0         377 378
350          320         0         379
351          320         0         380 381
352         323        0      SIN HIJOS
353         326        0      SIN HIJOS
354         330        0      SIN HIJOS
355          330         0         382
356         331        0      SIN HIJOS
357          332         0         383 384
358          332         0         385
359          333         0         386 387
360         334        0      SIN HIJOS
361          335         0         388 389
362          335         0         390 391
363          336         0         392
364          337         0         393 394
365          338         0         395
366         339        0      SIN HIJOS
367         340        0      SIN HIJOS
368          340         0         396
369         341        0      SIN HIJOS
370          342         0         397 398
371         345        0      SIN HIJOS
372          345         0         399 400
373          347         0         401 402
374         347        0      SIN HIJOS
375          348         0         403
376          348         0         404 405
377         349        0      SIN HIJOS
378          349         0         406 407
379         350        0      SIN HIJOS
380          351         0         408
381          351         0         409
382         355        0      SIN HIJOS
383          357         0         410
384         357        0      SIN HIJOS
385         358        0      SIN HIJOS
386          359         0         411 412
387         359        0      SIN HIJOS
388          361         0         413 414
389          361         0         415 416
390         362        0      SIN HIJOS
391          362         0         417
392         363        0      SIN HIJOS
393          364         0         418
394          364         0         419 420
395          365         0         421 422
396          368         0         423 424
397         370        0      SIN HIJOS
398          370         0         425
399          372         0         426
400          372         0         427 428
401          373         0         429 430
402          373         0         431 432
403         375        0      SIN HIJOS
404         376        0      SIN HIJOS
405         376        0      SIN HIJOS
406         378        0      SIN HIJOS
407          378         0         433 434
408          380         0         435
409          381         0         436 437
410          383         0         438
411          386         0         439
412          386         0         440
413          388         0         441 442
414          388         0         443 444
415          389         0         445 446
416          389         0         447 448
417          391         0         449
418          393         0         450
419          394         0         451
420          394         0         452 453
421         395        0      SIN HIJOS
422          395         0         454
423         396        0      SIN HIJOS
424          396         0         455
425          398         0         456
426          399         0         457
427          400         0         458
428          400         0         459
429         401        0      SIN HIJOS
430          401         0         460 461
431         402        0      SIN HIJOS
432          402         0         462 463
433          407         0         464 465
434          407         0         466
435          408         0         467 468
436         409        0      SIN HIJOS
437         409        0      SIN HIJOS
438         410        0      SIN HIJOS
439          411         0         469 470
440          412         0         471
441          413         0         472 473
442         413        0      SIN HIJOS
443         414        0      SIN HIJOS
444          414         0         474 475
445          415         0         476 477
446          415         0         478
447          416         0         479 480
448         416        0      SIN HIJOS
449         417        0      SIN HIJOS
450          418         0         481
451         419        0      SIN HIJOS
452         420        0      SIN HIJOS
453          420         0         482
454         422        0      SIN HIJOS
455          424         0         483 484
456          425         0         485
457          426         0         486 487
458         427        0      SIN HIJOS
459          428         0         488
460         430        0      SIN HIJOS
461         430        0      SIN HIJOS
462          432         0         489
463         432        0      SIN HIJOS
464          433         0         490
465          433         0         491 492
466         434        0      SIN HIJOS
467          435         0         493 494
468          435         0         495
469          439         0         496
470          439         0         497
471         440        0      SIN HIJOS
472          441         0         498 499
473          441         0         500 501
474          444         0         502
475          444         0         503
476          445         0         504 505
477         445        0      SIN HIJOS
478          446         0         506 507
479          447         0         508
480          447         0         509 510
481         450        0      SIN HIJOS
482          453         0         511
483         455        0      SIN HIJOS
484          455         0         512 513
485         456        0      SIN HIJOS
486         457        0      SIN HIJOS
487         457        0      SIN HIJOS
488         459        0      SIN HIJOS
489          462         0         514 515
490          464         0         516 517
491         465        0      SIN HIJOS
492         465        0      SIN HIJOS
493          467         0         518 519
494          467         0         520 521
495          468         0         522 523
496         469        0      SIN HIJOS
497          470         0         524 525
498         472        0      SIN HIJOS
499          472         0         526 527
500          473         0         528
501         473        0      SIN HIJOS
502          474         0         529
503         475        0      SIN HIJOS
504         476        0      SIN HIJOS
505         476        0      SIN HIJOS
506         478        0      SIN HIJOS
507         478        0      SIN HIJOS
508         479        0      SIN HIJOS
509         480        0      SIN HIJOS
510         480        0      SIN HIJOS
511          482         0         530
512         484        0      SIN HIJOS
513         484        0      SIN HIJOS
514         489        0      SIN HIJOS
515          489         0         531
516          490         0         532 533
517          490         0         534
518          493         0         535 536
519          493         0         537
520         494        0      SIN HIJOS
521          494         0         538 539
522          495         0         540 541
523          495         0         542 543
524         497        0      SIN HIJOS
525         497        0      SIN HIJOS
526         499        0      SIN HIJOS
527         499        0      SIN HIJOS
528         500        0      SIN HIJOS
529         502        0      SIN HIJOS
530          511         0         544
531         515        0      SIN HIJOS
532          516         0         545
533          516         0         546 547
534          517         0         548 549
535          518         0         550
536          518         0         551 552
537          519         0         553
538          521         0         554 555
539          521         0         556
540          522         0         557
541          522         0         558
542         523        0      SIN HIJOS
543         523        0      SIN HIJOS
544         530        0      SIN HIJOS
545          532         0         559 560
546          533         0         561
547         533        0      SIN HIJOS
548         534        0      SIN HIJOS
549         534        0      SIN HIJOS
550         535        0      SIN HIJOS
551         536        0      SIN HIJOS
552          536         0         562
553          537         0         563 564
554          538         0         565 566
555          538         0         567
556         539        0      SIN HIJOS
557          540         0         568
558          541         0         569 570
559          545         0         571 572
560          545         0         573
561         546        0      SIN HIJOS
562          552         0         574 575
563         553        0      SIN HIJOS
564         553        0      SIN HIJOS
565          554         0         576
566          554         0         577 578
567         555        0      SIN HIJOS
568          557         0         579
569          558         0         580 581
570         558        0      SIN HIJOS
571          559         0         582 583
572         559        0      SIN HIJOS
573          560         0         584
574          562         0         585 586
575          562         0         587
576         565        0      SIN HIJOS
577          566         0         588
578         566        0      SIN HIJOS
579          568         0         589 590
580         569        0      SIN HIJOS
581          569         0         591
582         571        0      SIN HIJOS
583          571         0         592 593
584          573         0         594 595
585          574         0         596
586          574         0         597 598
587          575         0         599 600
588          577         0         601
589          579         0         602 603
590         579        0      SIN HIJOS
591          581         0         604 605
592         583        0      SIN HIJOS
593         583        0      SIN HIJOS
594          584         0         606
595          584         0         607
596          585         0         608
597          586         0         609 610
598         586        0      SIN HIJOS
599          587         0         611 612
600         587        0      SIN HIJOS
601          588         0         613
602          589         0         614
603         589        0      SIN HIJOS
604          591         0         615 616
605          591         0         617 618
606          594         0         619 620
607          595         0         621 622
608          596         0         623
609         597        0      SIN HIJOS
610          597         0         624
611          599         0         625 626
612          599         0         627
613          601         0         628
614          602         0         629
615         604        0      SIN HIJOS
616         604        0      SIN HIJOS
617         605        0      SIN HIJOS
618         605        0      SIN HIJOS
619          606         0         630 631
620          606         0         632 633
621         607        0      SIN HIJOS
622          607         0         634 635
623         608        0      SIN HIJOS
624          610         0         636
625         611        0      SIN HIJOS
626          611         0         637
627          612         0         638 639
628          613         0         640 641
629          614         0         642 643
630          619         0         644
631          619         0         645
632          620         0         646
633         620        0      SIN HIJOS
634          622         0         647
635         622        0      SIN HIJOS
636          624         0         648
637          626         0         649
638         627        0      SIN HIJOS
639          627         0         650
640          628         0         651
641          628         0         652
642         629        0      SIN HIJOS
643          629         0         653
644          630         0         654 655
645         631        0      SIN HIJOS
646          632         0         656
647          634         0         657 658
648         636        0      SIN HIJOS
649          637         0         659 660
650         639        0      SIN HIJOS
651          640         0         661
652         641        0      SIN HIJOS
653          643         0         662 663
654          644         0         664 665
655          644         0         666 667
656         646        0      SIN HIJOS
657          647         0         668 669
658          647         0         670 671
659          649         0         672 673
660         649        0      SIN HIJOS
661          651         0         674 675
662          653         0         676 677
663          653         0         678
664         654        0      SIN HIJOS
665          654         0         679 680
666         655        0      SIN HIJOS
667         655        0      SIN HIJOS
668          657         0         681 682
669          657         0         683
670         658        0      SIN HIJOS
671          658         0         684 685
672         659        0      SIN HIJOS
673          659         0         686 687
674          661         0         688 689
675          661         0         690
676         662        0      SIN HIJOS
677         662        0      SIN HIJOS
678          663         0         691
679          665         0         692 693
680         665        0      SIN HIJOS
681         668        0      SIN HIJOS
682         668        0      SIN HIJOS
683          669         0         694 695
684          671         0         696 697
685          671         0         698 699
686          673         0         700
687          673         0         701
688          674         0         702 703
689         674        0      SIN HIJOS
690          675         0         704 705
691          678         0         706 707
692          679         0         708 709
693         679        0      SIN HIJOS
694          683         0         710 711
695          683         0         712
696         684        0      SIN HIJOS
697          684         0         713 714
698          685         0         715 716
699         685        0      SIN HIJOS
700         686        0      SIN HIJOS
701          687         0         717
702          688         0         718 719
703          688         0         720
704         690        0      SIN HIJOS
705          690         0         721
706          691         0         722
707          691         0         723
708         692        0      SIN HIJOS
709         692        0      SIN HIJOS
710          694         0         724 725
711          694         0         726
712         695        0      SIN HIJOS
713          697         0         727
714          697         0         728
715          698         0         729
716         698        0      SIN HIJOS
717         701        0      SIN HIJOS
718          702         0         730
719         702        0      SIN HIJOS
720          703         0         731
721          705         0         732
722          706         0         733 734
723         707        0      SIN HIJOS
724          710         0         735
725         710        0      SIN HIJOS
726         711        0      SIN HIJOS
727          713         0         736
728          714         0         737 738
729          715         0         739 740
730          718         0         741 742
731          720         0         743
732         721        0      SIN HIJOS
733         722        0      SIN HIJOS
734         722        0      SIN HIJOS
735          724         0         744 745
736         727        0      SIN HIJOS
737         728        0      SIN HIJOS
738          728         0         746 747
739          729         0         748 749
740         729        0      SIN HIJOS
741          730         0         750 751
742          730         0         752
743          731         0         753
744          735         0         754
745          735         0         755
746          738         0         756 757
747          738         0         758
748          739         0         759 760
749          739         0         761 762
750          741         0         763 764
751          741         0         765
752         742        0      SIN HIJOS
753          743         0         766
754          744         0         767
755          745         0         768 769
756         746        0      SIN HIJOS
757          746         0         770 771
758          747         0         772
759         748        0      SIN HIJOS
760         748        0      SIN HIJOS
761          749         0         773 774
762          749         0         775
763          750         0         776 777
764         750        0      SIN HIJOS
765          751         0         778 779
766          753         0         780
767          754         0         781 782
768          755         0         783 784
769          755         0         785
770          757         0         786
771          757         0         787
772          758         0         788 789
773         761        0      SIN HIJOS
774          761         0         790
775         762        0      SIN HIJOS
776         763        0      SIN HIJOS
777         763        0      SIN HIJOS
778          765         0         791
779          765         0         792 793
780         766        0      SIN HIJOS
781          767         0         794
782          767         0         795 796
783          768         0         797
784         768        0      SIN HIJOS
785          769         0         798
786          770         0         799 800
787          771         0         801 802
788          772         0         803
789         772        0      SIN HIJOS
790          774         0         804 805
791          778         0         806 807
792         779        0      SIN HIJOS
793         779        0      SIN HIJOS
794         781        0      SIN HIJOS
795          782         0         808
796          782         0         809 810
797         783        0      SIN HIJOS
798         785        0      SIN HIJOS
799          786         0         811 812
800          786         0         813
801          787         0         814
802          787         0         815
803          788         0         816
804          790         0         817
805         790        0      SIN HIJOS
806          791         0         818 819
807         791        0      SIN HIJOS
808          795         0         820
809          796         0         821
810         796        0      SIN HIJOS
811          799         0         822 823
812          799         0         824
813         800        0      SIN HIJOS
814         801        0      SIN HIJOS
815         802        0      SIN HIJOS
816          803         0         825
817          804         0         826 827
818          806         0         828
819          806         0         829 830
820          808         0         831 832
821          809         0         833 834
822         811        0      SIN HIJOS
823          811         0         835 836
824          812         0         837
825         816        0      SIN HIJOS
826         817        0      SIN HIJOS
827          817         0         838 839
828         818        0      SIN HIJOS
829          819         0         840
830          819         0         841 842
831         820        0      SIN HIJOS
832         820        0      SIN HIJOS
833          821         0         843
834          821         0         844 845
835          823         0         846
836          823         0         847
837         824        0      SIN HIJOS
838          827         0         848 849
839         827        0      SIN HIJOS
840          829         0         850 851
841          830         0         852
842          830         0         853
843          833         0         854 855
844          834         0         856 857
845          834         0         858
846         835        0      SIN HIJOS
847         836        0      SIN HIJOS
848          838         0         859
849          838         0         860 861
850         840        0      SIN HIJOS
851         840        0      SIN HIJOS
852          841         0         862 863
853          842         0         864 865
854          843         0         866
855          843         0         867 868
856          844         0         869 870
857         844        0      SIN HIJOS
858          845         0         871
859          848         0         872
860          849         0         873
861         849        0      SIN HIJOS
862         852        0      SIN HIJOS
863          852         0         874
864          853         0         875
865         853        0      SIN HIJOS
866          854         0         876
867          855         0         877
868          855         0         878 879
869          856         0         880
870          856         0         881
871          858         0         882
872          859         0         883
873          860         0         884 885
874         863        0      SIN HIJOS
875          864         0         886 887
876          866         0         888
877          867         0         889 890
878         868        0      SIN HIJOS
879          868         0         891
880          869         0         892
881          870         0         893
882          871         0         894 895
883          872         0         896 897
884          873         0         898
885          873         0         899
886          875         0         900
887          875         0         901 902
888          876         0         903
889          877         0         904
890          877         0         905
891          879         0         906
892         880        0      SIN HIJOS
893          881         0         907 908
894          882         0         909
895          882         0         910 911
896         883        0      SIN HIJOS
897          883         0         912 913
898          884         0         914 915
899         885        0      SIN HIJOS
900          886         0         916 917
901         887        0      SIN HIJOS
902          887         0         918
903         888        0      SIN HIJOS
904          889         0         919 920
905         890        0      SIN HIJOS
906         891        0      SIN HIJOS
907          893         0         921
908          893         0         922
909         894        0      SIN HIJOS
910         895        0      SIN HIJOS
911         895        0      SIN HIJOS
912          897         0         923 924
913          897         0         925
914          898         0         926
915          898         0         927 928
916         900        0      SIN HIJOS
917         900        0      SIN HIJOS
918          902         0         929
919         904        0      SIN HIJOS
920          904         0         930
921          907         0         931 932
922          908         0         933
923         912        0      SIN HIJOS
924          912         0         934
925          913         0         935
926          914         0         936 937
927          915         0         938 939
928          915         0         940
929         918        0      SIN HIJOS
930          920         0         941 942
931          921         0         943
932          921         0         944
933          922         0         945 946
934         924        0      SIN HIJOS
935         925        0      SIN HIJOS
936          926         0         947
937          926         0         948 949
938          927         0         950
939          927         0         951 952
940          928         0         953
941          930         0         954
942          930         0         955
943          931         0         956
944          932         0         957
945         933        0      SIN HIJOS
946          933         0         958
947          936         0         959
948          937         0         960
949          937         0         961
950          938         0         962 963
951         939        0      SIN HIJOS
952         939        0      SIN HIJOS
953         940        0      SIN HIJOS
954         941        0      SIN HIJOS
955          942         0         964
956          943         0         965 966
957         944        0      SIN HIJOS
958          946         0         967 968
959          947         0         969 970
960          948         0         971
961          949         0         972
962         950        0      SIN HIJOS
963         950        0      SIN HIJOS
964          955         0         973
965          956         0         974
966          956         0         975 976
967          958         0         977 978
968          958         0         979 980
969         959        0      SIN HIJOS
970          959         0         981
971          960         0         982
972          961         0         983
973          964         0         984
974          965         0         985
975          966         0         986 987
976          966         0         988
977          967         0         989 990
978         967        0      SIN HIJOS
979         968        0      SIN HIJOS
980         968        0      SIN HIJOS
981         970        0      SIN HIJOS
982          971         0         991
983          972         0         992 993
984          973         0         994 995
985          974         0         996
986          975         0         997
987          975         0         998 999
988          976         0         1000
989         977        0      SIN HIJOS
990          977         0         1001 1002
991          982         0         1003
992         983        0      SIN HIJOS
993          983         0         1004 1005
994         984        0      SIN HIJOS
995          984         0         1006 1007
996          985         0         1008 1009
997         986        0      SIN HIJOS
998          987         0         1010 1011
999         987        0      SIN HIJOS
1000          988         0         1012 1013
1001          990         0         1014 1015
1002          990         0         1016 1017
1003          991         0         1018
1004          993         0         1019 1020
1005          993         0         1021 1022
1006          995         0         1023
1007         995        0      SIN HIJOS
1008          996         0         1024 1025
1009          996         0         1026 1027
1010          998         0         1028
1011         998        0      SIN HIJOS
1012         1000        0      SIN HIJOS
1013          1000         0         1029 1030
1014         1001        0      SIN HIJOS
1015         1001        0      SIN HIJOS
1016         1002        0      SIN HIJOS
1017          1002         0         1031 1032
1018         1003        0      SIN HIJOS
1019         1004        0      SIN HIJOS
1020          1004         0         1033 1034
1021          1005         0         1035 1036
1022          1005         0         1037
1023          1006         0         1038 1039
1024          1008         0         1040 1041
1025          1008         0         1042 1043
1026          1009         0         1044 1045
1027         1009        0      SIN HIJOS
1028          1010         0         1046 1047
1029          1013         0         1048
1030          1013         0         1049
1031         1017        0      SIN HIJOS
1032          1017         0         1050
1033         1020        0      SIN HIJOS
1034         1020        0      SIN HIJOS
1035         1021        0      SIN HIJOS
1036         1021        0      SIN HIJOS
1037         1022        0      SIN HIJOS
1038          1023         0         1051 1052
1039          1023         0         1053 1054
1040          1024         0         1055
1041          1024         0         1056 1057
1042          1025         0         1058
1043         1025        0      SIN HIJOS
1044          1026         0         1059 1060
1045          1026         0         1061 1062
1046          1028         0         1063
1047          1028         0         1064 1065
1048          1029         0         1066 1067
1049          1030         0         1068
1050          1032         0         1069
1051         1038        0      SIN HIJOS
1052         1038        0      SIN HIJOS
1053         1039        0      SIN HIJOS
1054          1039         0         1070 1071
1055         1040        0      SIN HIJOS
1056          1041         0         1072 1073
1057         1041        0      SIN HIJOS
1058         1042        0      SIN HIJOS
1059          1044         0         1074 1075
1060          1044         0         1076 1077
1061          1045         0         1078 1079
1062          1045         0         1080
1063         1046        0      SIN HIJOS
1064          1047         0         1081
1065         1047        0      SIN HIJOS
1066          1048         0         1082
1067          1048         0         1083 1084
1068          1049         0         1085
1069          1050         0         1086 1087
1070          1054         0         1088 1089
1071          1054         0         1090
1072         1056        0      SIN HIJOS
1073          1056         0         1091
1074          1059         0         1092 1093
1075         1059        0      SIN HIJOS
1076         1060        0      SIN HIJOS
1077         1060        0      SIN HIJOS
1078         1061        0      SIN HIJOS
1079         1061        0      SIN HIJOS
1080          1062         0         1094 1095
1081          1064         0         1096
1082         1066        0      SIN HIJOS
1083         1067        0      SIN HIJOS
1084         1067        0      SIN HIJOS
1085         1068        0      SIN HIJOS
1086          1069         0         1097
1087          1069         0         1098
1088         1070        0      SIN HIJOS
1089         1070        0      SIN HIJOS
1090          1071         0         1099 1100
1091          1073         0         1101
1092          1074         0         1102 1103
1093         1074        0      SIN HIJOS
1094          1080         0         1104 1105
1095          1080         0         1106 1107
1096          1081         0         1108 1109
1097          1086         0         1110
1098          1087         0         1111
1099          1090         0         1112
1100          1090         0         1113 1114
1101          1091         0         1115
1102          1092         0         1116 1117
1103         1092        0      SIN HIJOS
1104          1094         0         1118
1105          1094         0         1119
1106          1095         0         1120
1107          1095         0         1121
1108         1096        0      SIN HIJOS
1109          1096         0         1122
1110         1097        0      SIN HIJOS
1111          1098         0         1123 1124
1112          1099         0         1125 1126
1113         1100        0      SIN HIJOS
1114          1100         0         1127 1128
1115          1101         0         1129 1130
1116          1102         0         1131 1132
1117         1102        0      SIN HIJOS
1118         1104        0      SIN HIJOS
1119          1105         0         1133 1134
1120         1106        0      SIN HIJOS
1121         1107        0      SIN HIJOS
1122          1109         0         1135
1123          1111         0         1136 1137
1124         1111        0      SIN HIJOS
1125          1112         0         1138 1139
1126          1112         0         1140
1127          1114         0         1141
1128          1114         0         1142 1143
1129          1115         0         1144 1145
1130          1115         0         1146 1147
1131          1116         0         1148 1149
1132          1116         0         1150 1151
1133          1119         0         1152 1153
1134          1119         0         1154
1135          1122         0         1155
1136         1123        0      SIN HIJOS
1137         1123        0      SIN HIJOS
1138          1125         0         1156 1157
1139          1125         0         1158
1140         1126        0      SIN HIJOS
1141          1127         0         1159 1160
1142          1128         0         1161 1162
1143         1128        0      SIN HIJOS
1144          1129         0         1163 1164
1145          1129         0         1165
1146         1130        0      SIN HIJOS
1147          1130         0         1166 1167
1148          1131         0         1168 1169
1149         1131        0      SIN HIJOS
1150          1132         0         1170
1151         1132        0      SIN HIJOS
1152          1133         0         1171 1172
1153          1133         0         1173 1174
1154          1134         0         1175
1155         1135        0      SIN HIJOS
1156          1138         0         1176 1177
1157          1138         0         1178
1158         1139        0      SIN HIJOS
1159          1141         0         1179
1160          1141         0         1180 1181
1161          1142         0         1182 1183
1162          1142         0         1184
1163         1144        0      SIN HIJOS
1164          1144         0         1185
1165          1145         0         1186
1166          1147         0         1187 1188
1167          1147         0         1189
1168          1148         0         1190 1191
1169          1148         0         1192
1170         1150        0      SIN HIJOS
1171          1152         0         1193 1194
1172          1152         0         1195
1173          1153         0         1196 1197
1174          1153         0         1198
1175         1154        0      SIN HIJOS
1176          1156         0         1199 1200
1177          1156         0         1201 1202
1178         1157        0      SIN HIJOS
1179          1159         0         1203 1204
1180         1160        0      SIN HIJOS
1181         1160        0      SIN HIJOS
1182         1161        0      SIN HIJOS
1183         1161        0      SIN HIJOS
1184          1162         0         1205 1206
1185          1164         0         1207 1208
1186         1165        0      SIN HIJOS
1187          1166         0         1209
1188          1166         0         1210
1189          1167         0         1211 1212
1190         1168        0      SIN HIJOS
1191         1168        0      SIN HIJOS
1192         1169        0      SIN HIJOS
1193          1171         0         1213
1194          1171         0         1214
1195          1172         0         1215 1216
1196          1173         0         1217 1218
1197         1173        0      SIN HIJOS
1198          1174         0         1219 1220
1199          1176         0         1221 1222
1200          1176         0         1223 1224
1201         1177        0      SIN HIJOS
1202         1177        0      SIN HIJOS
1203         1179        0      SIN HIJOS
1204          1179         0         1225
1205          1184         0         1226 1227
1206          1184         0         1228 1229
1207          1185         0         1230
1208          1185         0         1231 1232
1209         1187        0      SIN HIJOS
